,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
1722,False,False,False,False,False,False,False,True,True,False
1723,False,True,False,False,False,True,False,False,True,False
1724,False,True,True,False,False,False,False,True,True,False
1725,True,False,False,False,False,False,False,True,True,False
1726,False,False,False,False,False,False,False,True,True,False
1727,False,False,False,False,False,False,True,False,True,False
1728,False,True,False,False,False,False,False,True,True,False
1729,False,False,False,False,False,False,True,False,True,False
1730,True,False,False,False,False,False,True,False,True,False
1731,False,True,False,False,False,False,True,False,True,False
1732,False,False,False,False,False,True,False,False,False,True
1733,False,True,False,False,False,False,True,False,False,True
1734,False,True,False,False,False,False,True,False,False,True
1735,False,True,True,False,False,False,False,True,True,False
1736,False,True,False,False,False,False,False,True,True,False
1737,True,False,False,False,False,False,False,True,True,False
1738,True,False,False,False,False,False,False,True,True,False
1739,False,True,False,False,False,False,False,True,True,False
1740,False,False,False,False,False,False,False,True,True,False
1741,False,True,False,False,False,False,True,False,True,False
1742,False,True,False,False,False,False,False,True,True,False
1743,True,False,False,False,False,False,False,True,True,False
1744,False,True,False,False,False,False,False,True,True,False
1745,True,False,False,False,False,True,False,False,False,True
1746,False,False,False,False,False,False,True,False,False,True
1747,False,True,True,True,False,False,False,True,True,False
1748,False,False,False,False,False,False,False,True,True,False
1749,False,False,False,False,False,True,False,False,False,True
1750,False,True,False,False,False,False,True,False,True,False
1751,False,True,True,False,False,False,False,True,True,False
1752,False,True,False,False,False,False,False,True,True,False
1753,True,False,False,False,False,False,True,False,True,False
1754,False,True,False,False,False,False,True,False,False,True
1755,False,True,False,False,False,False,False,True,True,False
1756,False,True,True,False,False,False,False,True,True,False
1757,False,False,False,False,False,False,True,False,True,False
1758,True,False,False,False,False,True,False,False,False,True
1759,False,False,False,False,False,False,False,True,True,False
1760,True,False,False,False,False,False,True,False,False,True
1761,False,True,False,False,False,False,False,True,True,False
1762,False,False,False,False,False,False,True,False,False,True
1763,True,False,False,False,False,False,True,False,False,True
1764,True,False,False,False,False,False,True,False,False,True
1765,True,False,False,False,False,False,False,True,True,False
1766,False,False,True,False,False,True,False,False,False,True
1767,False,False,False,False,False,True,False,False,False,True
1768,False,False,False,False,False,False,True,False,False,True
1769,False,True,False,False,False,False,False,True,True,False
1770,True,False,False,False,False,True,False,False,False,True
1771,False,True,False,False,False,False,False,True,True,False
1772,False,True,False,False,False,False,False,True,True,False
1773,False,False,False,False,False,False,False,True,True,False
1774,False,True,False,False,False,False,True,False,True,False
1775,False,False,False,False,False,False,True,False,False,True
1776,False,True,False,False,False,False,True,False,False,True
1777,False,False,False,False,False,False,False,True,True,False
1778,True,False,False,False,False,False,False,True,True,False
1779,False,False,False,False,False,False,False,True,True,False
1780,True,False,False,False,False,False,False,True,True,False
1781,True,False,False,False,False,True,False,False,False,True
1782,False,False,False,False,False,False,False,True,True,False
1783,False,False,False,False,False,False,True,False,False,True
1784,False,False,False,False,False,False,True,False,False,True
1785,False,False,False,False,False,False,False,True,True,False
1786,False,False,False,False,False,False,True,False,False,True
1787,False,False,False,False,False,False,True,False,False,True
1788,False,True,False,False,False,False,False,True,True,False
1789,False,True,False,False,False,False,False,True,True,False
1790,False,False,False,False,False,False,False,True,True,False
1791,False,True,True,False,False,False,False,True,True,False
1792,False,True,False,False,False,False,False,True,True,False
1793,False,False,False,False,False,False,True,False,True,False
1794,False,False,False,False,False,False,False,True,True,False
1795,False,True,False,False,False,False,False,True,True,False
1796,False,True,False,False,False,False,True,False,False,True
1797,False,True,True,False,False,False,False,True,True,False
1798,False,False,True,False,False,False,False,True,True,False
1799,False,True,False,False,False,False,False,True,True,False
1800,False,False,False,False,False,False,True,False,False,True
1801,False,False,False,False,False,False,True,False,False,True
1802,False,True,False,False,False,False,True,False,False,True
1803,False,True,False,False,False,False,True,False,False,True
1804,False,True,False,False,False,False,False,True,True,False
1805,False,True,False,False,False,True,False,False,False,True
1806,False,False,False,False,False,False,True,False,False,True
1807,False,True,False,False,False,False,True,False,True,False
1808,True,False,False,False,False,False,False,True,True,False
1809,True,False,False,False,False,False,True,False,False,True
1810,False,True,False,False,False,False,True,False,False,True
1811,False,True,True,False,False,False,False,True,True,False
1812,False,True,True,True,False,True,False,False,False,True
1813,True,False,False,False,False,False,True,False,False,True
1814,False,True,False,False,False,False,False,True,True,False
1815,False,True,False,False,False,False,False,True,True,False
1816,False,False,False,False,False,True,False,False,False,True
1817,True,False,False,False,False,False,True,False,False,True
1818,False,True,True,False,False,False,True,False,True,False
1819,False,False,False,False,False,False,False,True,True,False
1820,False,False,False,True,False,False,False,True,True,False
1821,False,False,False,False,False,False,False,True,True,False
1822,False,False,False,False,False,False,False,True,True,False
1823,False,True,False,False,False,False,False,True,True,False
1824,False,True,False,False,False,False,False,True,True,False
1825,False,True,False,False,False,False,False,True,True,False
1826,False,False,False,False,False,False,False,True,True,False
1827,True,False,False,False,False,True,False,False,True,False
1828,False,True,True,True,False,False,False,True,True,False
1829,False,True,True,False,False,False,False,True,True,False
1830,True,False,False,False,False,False,True,False,False,True
